3488.717268,-134.206185
3489.217266,-134.206185
3488.717268,-137.206188
3489.217266,-137.706185
3475.317265,-102.206185
3475.317265,-101.706185
3507.517266,-124.806185
3507.517266,-134.706185
3495.217266,-134.706185
3495.217266,-134.206185
3507.017266,-134.206185
3493.417265,-124.806185
3493.917265,-124.806185
3485.117265,-124.306185
3489.302980,-124.306185
3490.331551,-109.306185
3490.331551,-108.806185
3493.417265,-108.806185
3493.417265,-109.306185
3493.917265,-119.491899
3494.417266,-119.491899
3493.917265,-116.406185
3494.417266,-116.406185
3489.302980,-124.806185
3493.417265,-124.306185
3493.917265,-110.791899
3494.417266,-110.791899
3493.917265,-114.906185
3494.417266,-114.906185
3485.117265,-110.791899
3484.617265,-110.791899
3485.117265,-114.906185
3484.617265,-114.906185
3485.117265,-124.806185
3485.117265,-128.806187
3485.117265,-120.568930
3485.117265,-116.454644
3485.117265,-109.306185
3485.117265,-102.206185
3485.117265,-108.806185
3484.617265,-124.806185
3484.617265,-128.306187
3484.617265,-120.568930
3484.617265,-116.454644
3484.617265,-102.206185
3472.017265,-135.983854
3472.017265,-137.206185
3472.017265,-125.106186
3472.017265,-129.983854
3472.017265,-115.906185
3472.017265,-119.106186
3472.017265,-111.806185
3472.017265,-115.406185
3472.017265,-102.206185
3472.017265,-105.806185
3493.917265,-124.306185
3507.017266,-124.306185
3494.417266,-124.306185
3484.617265,-115.906185
3503.431551,-115.906185
3494.417266,-115.906185
3507.017266,-115.906185
3506.517266,-115.906185
3484.617265,-115.406185
3503.431551,-115.406185
3494.417266,-115.406185
3507.017266,-115.406185
3506.517266,-115.406185
3493.917265,-108.806185
3493.917265,-109.306185
3481.317265,-102.206185
3493.917265,-102.206185
3492.517265,-102.206185
3497.717266,-102.206185
3494.417266,-102.206185
3507.017266,-102.206185
3503.717266,-102.206185
3481.317265,-101.706185
3471.517265,-137.706185
3507.517266,-111.806185
3507.517266,-105.806185
3507.517266,-101.706185
3503.717266,-101.706185
3497.717266,-101.706185
3492.517265,-101.706185
3486.517265,-101.706185
3471.517265,-101.706185
3471.517265,-105.806185
3471.517265,-111.806185
3471.517265,-119.106186
3471.517265,-125.106186
3471.517265,-129.983854
3471.517265,-135.983854
3507.017266,-124.806185
3507.017266,-111.806185
3507.017266,-105.806185
3486.517265,-102.206185
3472.017266,-137.206188
3472.017266,-128.806187
3472.017266,-128.306187
3500.467266,-115.906185
3500.467266,-124.306185
3500.967266,-115.906185
3500.967266,-124.306185
