270.000023,1794.999746,0.000023,1794.999746
270.000025,944.999747,0.000024,944.999747
1769.999976,1710.000000,1879.999976,1710.000000
1769.999976,910.000000,1879.999976,910.000000
1769.999976,910.000000,1769.999976,110.000000
1769.999976,2280.000000,1769.999976,1710.000000
1879.999976,910.000000,1879.999976,110.000000
1879.999976,2280.000000,1879.999976,1710.000000
1769.999976,110.000000,269.999985,110.000000
3419.999985,110.000000,1879.999976,110.000000
3529.999985,0.000000,0.000000,0.000000
3349.999975,2390.000000,3349.999976,2280.000000
3419.999976,2280.000000,3419.999985,110.000000
3529.999976,2390.000000,3529.999985,0.000000
269.994115,945.000000,269.999979,110.000000
269.999976,2280.000000,270.000430,1795.000000
0.000280,1794.999747,-0.000278,2390.000000
2549.999976,2390.000000,2549.999975,2280.000000
-0.000278,2390.000000,2549.999976,2390.000000
3349.999975,2390.000000,3529.999976,2390.000000
269.999976,2280.000000,1769.999976,2280.000000
1879.999976,2280.000000,2549.999975,2280.000000
3349.999976,2280.000000,3419.999976,2280.000000
0.000000,0.000000,0.000024,944.999747
