29.099999,1.100000,29.099999,10.100000
29.099999,18.100000,29.099999,21.600000
30.199999,18.100000,30.199999,22.699999
30.199999,0.000000,30.199999,10.100000
2.700000,15.525000,2.700000,21.600000
2.700000,1.100000,2.700000,3.425000
0.000000,15.525000,0.000000,22.699999
0.000000,0.000000,0.000000,3.425000
29.099999,18.100000,30.199999,18.100000
0.000000,22.699999,30.199999,22.699999
2.700000,21.600000,29.099999,21.600000
29.099999,10.100000,30.199999,10.100000
0.000000,0.000000,30.199999,0.000000
2.700000,1.100000,29.099999,1.100000
0.000000,3.425000,2.700000,3.425000
0.000000,15.525000,2.700000,15.525000
